word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
propos,prə'pəʊ,," [医]提议, 打算, 建议",,,,,0,0,0:propo/1:s,,
proposal,prә'pәuzl,n. something proposed (such as a plan or assumption)\nn. the act of making a proposal,"n. 提议, 计划, 求婚\n[经] 提案, 申请, 投标",,4,1,cet4 cet6 ky toefl gre,899,1625,s:proposals,,
proposals,prə'pəʊzlz,n. something proposed (such as a plan or assumption)\nn. an offer of marriage\nn. the act of making a proposal,n. 提议( proposal的复数形式 ); 推荐; 求婚; 赞成提案,,,,,0,0,0:proposal/1:s,,
propose,prә'pәuz,"v. make a proposal, declare a plan for something\nv. ask (someone) to marry you","vt. 计划, 打算, 建议, 提议, 求(婚)\nvi. 打算, 求婚",,4,1,cet4 cet6 ky toefl ielts,1309,1694,d:proposed/p:proposed/i:proposing/3:proposes,,
proposed,,"v make a proposal, declare a plan for something\nv present for consideration, examination, criticism, etc.\nv propose or intend\nv put forward; nominate for appointment to an office or for an honor or position\nv ask (someone) to marry you",a. 被提议的；所推荐的,,,,,2269,3075,0:propose/1:dp/d:proposed/p:proposed,,
proposers,,plural of proposer\nn. (parliamentary procedure) someone who makes a formal motion,"(proposer 的复数) n. 申请人, 提案人\n[法] 要保人, 提议人, 提名人",,,,,0,0,0:proposer/1:s,,
proposes,prəˈpəuziz,"v make a proposal, declare a plan for something\nv present for consideration, examination, criticism, etc.\nv propose or intend\nv put forward; nominate for appointment to an office or for an honor or position\nv ask (someone) to marry you","v. 提议, 建议( propose的第三人称单数 ); 打算; 提供（解释）; 提出（行动, 计划或供表决的方案等）",,,,,0,0,0:propose/1:3,,
proposing,prəˈpəuzɪŋ,p. pr. & vb. n. of Propose,"v. 提议, 建议( propose的现在分词 ); 打算; 提供（解释）; 提出（行动, 计划或供表决的方案等）",,,,,0,0,0:propose/1:i/i:proposing,,
propositioning,,v suggest sex to,v. 提议（proposition的现在分词形式）,,,,,0,0,0:proposition/1:i,,
propounders,,"plural of propounder\nn. One who propounds, proposes, or offers for\n   consideration.","(propounder 的复数) n. 提议者, 建议者\n[法] 提出遗嘱者, 提议人, 建议人",,,,,0,0,0:propounder/1:s,,
propounding,prəˈpaʊndɪŋ,p. pr. & vb. n. of Propound,"v. 提出（问题、计划等）供考虑[讨论], 提议( propound的现在分词 )",,,,,0,0,0:propound/1:i,,
propping,'prɔpiŋ,v support by placing against something solid or rigid,支撑,,,,,0,0,0:prop/1:i,,
proprieties,,n correct or appropriate behavior,"n. 礼仪, 社交准则, 礼节",,,,,0,0,0:propriety/1:s,,
proprietors,prəp'raɪətəz,n. (law) someone who owns (is legal possessor of) a business,"n. 所有人, 业主( proprietor的复数形式 )",,,,,0,0,0:proprietor/1:s,,
proprietorships,,plural of proprietorship\nn. an unincorporated business owned by a single person who is responsible for its liabilities and entitled to its profits,"(proprietorship 的复数) n. 所有权\n[经] 所有权, 业主权, 资本",,,,,0,0,0:proprietorship/1:s,,
proprietresses,,n. a woman proprietor,"n. 女所有人, 女业主( proprietress的复数形式 )",,,,,0,0,0:proprietress/1:s,,
proprioceptors,,plural of proprioceptor\nn. special nerve endings in the muscles and tendons and other organs that respond to stimuli regarding the position and movement of the body,(proprioceptor 的复数) n. 本体感受器\n[医] 本体感受器,,,,,0,0,0:proprioceptor/1:s,,
props,prɔps,n. proper respect,n. 小道具；支柱；后盾（prop的复数）,,,,,0,0,0:prop/1:s3,,
prorating,prəuˈreitɪŋ,p. pr. & vb. n. of Prorate,"v. 比例分配, 分派( prorate的现在分词 )",,,,,0,0,1:i/0:prorate,,
proroguing,prəʊˈrəʊgɪŋ,p. pr. & vb. n. of Prorogue,v. 使（议会）休会( prorogue的现在分词 ),,,,,0,0,0:prorogue/1:i,,
pros,,n an athlete who plays for pay\nn an argument in favor of a proposal,n. 赞成者；赞成的意见（pro的复数）,,,,,0,0,0:pro/1:s,,
pros-,,,[化] 贯; 贯位,,,,,0,0,,,
proscribing,prəʊˈskraɪbɪŋ,p. pr. & vb. n. of Proscribe,v. 正式宣布（某事物）有危险或被禁止( proscribe的现在分词 ),,,,,0,0,0:proscribe/1:i,,
proscriptions,,plural of proscription\nn a decree that prohibits something\nn rejection by means of an act of banishing or proscribing someone,"(proscription 的复数) n. 剥夺人权, 放逐\n[法] 剥夺, 剥夺公权, 禁止",,,,,0,0,0:proscription/1:s,,
prose-writings,,plural of prose-writing,(prose-writing 的复数) 散文创作,,,,,0,0,0:prose-writing/1:s,,
prosecuting,,v conduct a prosecution in a court of law\nv bring a criminal action against (in a trial)\nv carry out or participate in an activity; be involved in,"[法] 控告的, 检控的, 起诉的",,,,,22916,27093,0:prosecute/1:i/i:prosecuting,,
prosecution,.prɒsi'kju:ʃәn,n. the institution and conduct of legal proceedings against a defendant for criminal behavior\nn. the lawyers acting for the state to put the case against the defendant,"n. 执行, 经营, 起诉",,,,gre,2989,3605,s:prosecutions,,
prosecutions,ˌprɔsɪˈkju:ʃənz,n. the institution and conduct of legal proceedings against a defendant for criminal behavior\nn. the lawyers acting for the state to put the case against the defendant\nn. the continuance of something begun with a view to its completion,n. 起诉( prosecution的复数形式 ); 原告; 实施; 从事,,,,,0,0,0:prosecution/1:s,,
prosecutor,'prɒsikju:tә,n. a government official who conducts criminal prosecutions on behalf of the state,"n. 实行者, 告发者, 公诉人\n[法] 原告, 起诉人, 检举人",,2,,ky,8257,2124,s:prosecutors,,
prosecutors,p'rɒsɪkju:təz,n. a government official who conducts criminal prosecutions on behalf of the state,n. 检举人( prosecutor的复数形式 ); 告发人; 起诉人; 公诉人,,,,,0,0,0:prosecutor/1:s,,
proselytes,,plural of proselyte\nn. a new convert; especially a gentile converted to Judaism,"(proselyte 的复数) n. 改信仰者, 皈依犹太教的人\nvt. 使改宗教信仰, 以好条件劝诱\nvi. 改变宗教信仰",,,,,0,0,0:proselyte/1:s,,
proselytises,,-s form of proselytise\nv convert to another faith or religion,(proselytise 的第三人称 -s形式) v.<主英>=proselytize,,,,,0,0,0:proselytise/1:s,,
proselytising,,-ing form of proselytise\nv convert to another faith or religion,(proselytise 的现在分词) v.<主英>=proselytize,,,,,0,0,0:proselytise/1:i,,
proselytizers,,plural of proselytizer\nn. One who proselytes.,(proselytizer 的复数) n. 劝导者; 说客; 改变宗教信仰者,,,,,0,0,0:proselytizer/1:s,,
proselytizing,ˈprɔsəlɪˌtaɪzɪŋ,v convert to another faith or religion,"v. （使）改变宗教信仰[政治信仰、意见等], 使变节( proselytize的现在分词 )",,,,,0,31109,0:proselytize/1:i/i:proselytizing,,
proses,prəuziz,"n. ordinary writing as distinguished from verse\nn. matter of fact, commonplace, or dull expression",n. 散文( prose的复数形式 ),,,,,0,0,0:prose/1:s,,
prosimians,,plural of prosimian\nn primitive primates having large ears and eyes and characterized by nocturnal habits,(prosimian 的复数) adj.& n.[动]原猴亚目的(猴),,,,,0,0,0:prosimian/1:s,,
prosing,prəʊz,p. pr. & vb. n. of Prose\nn. Writing prose; speaking or writing in a tedious or prosy\n   manner.,n. 散文；单调\na. 散文的；平凡的；乏味的\nvi. 写散文；乏味地讲话\nvt. 把…写成散文,,,,,0,0,0:prose/1:i,,
prosobranchs,,plural of prosobranch\nn. One of the Prosobranchiata.,(prosobranch 的复数) n.& adj.[动]前鳃亚纲软体动物( 的),,,,,0,0,0:prosobranch/1:s,,
prosodics,,plural of prosodic\na. of or relating to the rhythmic aspect of language or to the suprasegmental phonemes of pitch and stress and juncture and nasalization and voicing,"(prosodic 的复数) a. 诗体学的, 韵律学的",,,,,0,0,0:prosodic/1:s,,
prosodies,,plural of prosody\nn. the patterns of stress and intonation in a language\nn. the study of poetic meter and the art of versification,"(prosody 的复数) n. 诗体学, 韵律学, 作诗法",,,,,0,0,0:prosody/1:s,,
prosodists,,plural of prosodist,"(prosodist 的复数) n. 诗体学者, 韵律学者",,,,,0,0,0:prosodist/1:s,,
prospect,'prɒspekt,"n. the possibility of future success\nv. search for something desirable\nv. explore for useful or valuable things or substances, such as minerals","n. 景色, 展望\nvt. 勘探, 勘察\nvi. 勘探, 有前途",,4,1,cet4 cet6 ky toefl ielts gre,1724,2323,s:prospects/i:prospecting/p:prospected/3:prospects/d:prospected,,
prospecting,prәs'pektiŋ,"v search for something desirable\nv explore for useful or valuable things or substances, such as minerals","n. 探矿, 勘探",,,,toefl,26487,37320,0:prospect/1:i/i:prospecting,,
prospectives,,plural of prospective\na. of or concerned with or related to the future,"(prospective 的复数) a. 预期的, 将来的\n[经] 预期的, 未来的",,,,,0,0,0:prospective/1:s,,
prospectors,ˈprɔsˌpektəz,n. someone who explores an area for mineral deposits,"n. 勘探者, 探矿者( prospector的复数形式 )",,,,,0,0,0:prospector/1:s,,
prospects,,"n the possibility of future success\nn belief about (or mental picture of) the future\nn someone who is considered for something (for an office or prize or honor etc.)\nn the visual percept of a region\nn a prediction of the course of a disease\nv search for something desirable\nv explore for useful or valuable things or substances, such as minerals",n. 预期；前景；潜在顾客；远景展望,,,,,0,0,1:s3/0:prospect,,
prospectuses,prəˈspektəsiz,n. a formal written offer to sell securities (filed with the SEC) that sets forth a plan for a (proposed) business enterprise\nn. a catalog listing the courses offered by a college or university,"n. 章程, 简章, 简介( prospectus的复数形式 )",,,,,0,0,0:prospectuse/1:s,,
prospering,,v make steady progress; be at the high point in one's career or reach a high point in historical significance or importance\ns very lively and profitable,a. 畅茂,,,,,0,0,0:prosper/1:i/i:prospering,,
prosperities,,plural of prosperity\nn. an economic state of growth with rising profits and full employment\nn. the condition of prospering; having good fortune,"(prosperity 的复数) n. 繁荣, 茂盛, 成功\n[经] 繁荣",,,,,0,0,0:prosperity/1:s,,
prosperity,prɒs'periti,n. an economic state of growth with rising profits and full employment\nn. the condition of prospering; having good fortune,"n. 繁荣, 茂盛, 成功\n[经] 繁荣",,2,,cet4 cet6 ky toefl gre,5349,5082,s:prosperities,,
prosperous,'prɒspәrәs,s in fortunate circumstances financially; moderately rich\ns very lively and profitable\ns marked by peace and prosperity\ns presaging or likely to bring good luck,"a. 成功的, 繁盛的, 幸运的\n[经] 繁荣的, 昌盛的",,1,,cet4 cet6 ky toefl gre,6904,7343,,,
prostaglandins,,plural of prostaglandin\nn. a potent substance that acts like a hormone and is found in many bodily tissues (and especially in semen); produced in response to trauma and may affect blood pressure and metabolism and smooth muscle activity,"(prostaglandin 的复数) [化] 前列腺素\n[医] 前列腺素(分F,E,A,B四型)",,,,,0,0,0:prostaglandin/1:s,,
prostanoids,,plural of prostanoid,(prostanoid 的复数) 前列腺素类(化合物),,,,,0,0,0:prostanoid/1:s,,
prostatectomies,,plural of prostatectomy\nn. surgical removal of part or all of the prostate gland,(prostatectomy 的复数) [医] 前列腺切除术,,,,,0,0,0:prostatectomy/1:s,,
prostates,ˈprɔsteits,n. a firm partly muscular chestnut sized gland in males at the neck of the urethra; produces a viscid secretion that is the fluid part of semen,n. （雄性哺乳动物的）前列腺( prostate的复数形式 ),,,,,0,0,0:prostate/1:s,,
prostheses,,n corrective consisting of a replacement for a part of the body,"修复术, 假体, 修补物, 弥补术",,,,,0,0,0:prosthese/1:s,,
prosthetics,prɒs'θetiks,n. the branch of medicine dealing with the production and use of artificial body parts,"n. 修复学\n[医] 修复学, 装补学(假肢,假眼,假牙)",,,,,0,24312,0:prosthetic/1:s,,
prosthetists,,plural of prosthetist\nn. an expert in prosthetics,(prosthetist 的复数) [医] 修复学家,,,,,0,0,0:prosthetist/1:s,,
prostituting,ˈprɔstɪˌtu:tɪŋ,p. pr. & vb. n. of Prostitute,v. 滥用才能( prostitute的现在分词 ); 糟蹋自己; 卖淫; 出卖肉体,,,,,0,0,0:prostitute/1:i,,
prostrating,p'rɒstreɪtɪŋ,p. pr. & vb. n. of Prostrate,"v. 使俯伏, 使拜倒( prostrate的现在分词 ); （指疾病、天气等）使某人无能为力",,,,,0,0,0:prostrate/1:i,,
prostrations,,plural of prostration\nn. abject submission; the emotional equivalent of prostrating your body\nn. the act of assuming a prostrate position,"(prostration 的复数) n. 平伏, 跪倒, 疲劳, 虚脱\n[医] 衰竭, 虚脱",,,,,0,0,0:prostration/1:s,,
protagonist,prәu'tægәnist,n. the principal character in a work of fiction,"n. 主人公, 主角, 领导者",,1,,toefl gre,11723,7533,s:protagonists,,
protagonists,prəʊˈtægənɪsts,n. a person who backs a politician or a team etc.\nn. the principal character in a work of fiction,n. （戏剧的）主角( protagonist的复数形式 ); （故事的）主人公; 现实事件（尤指冲突和争端的）主要参与者; 领导者,,,,,0,0,0:protagonist/1:s,,
Protagoras,prәu'tæ^әræs,,"普罗塔哥拉(约前480-约前410, 希腊哲学家)",,,,,0,0,0:protagora/1:s,,
proteasomes,,plural of proteasome,(proteasome 的复数)  [医]蛋白酶体,,,,,0,0,0:proteasome/1:s,,
protect,prә'tekt,"v. shield from danger, injury, destruction, or damage\nv. use tariffs to favor domestic industry","vt. 防卫, 保护, 警戒\n[法] 庇护, 保护, 警戒",,4,1,zk gk cet4 cet6 ky,1151,749,d:protected/i:protecting/3:protects/p:protected,,
protected,,a. kept safe or defended from danger or injury or loss\ns. guarded from injury or destruction,a. 受保护的,,,,,7597,6378,0:protect/1:dp/d:protected/p:protected,,
protecting,prəˈtektɪŋ,s. shielding (or designed to shield) against harm or discomfort,v. 保护( protect的现在分词 ); 防护; 投保; 关税保护,,,,,34246,30415,0:protect/1:i/i:protecting,,
protection,prә'tekʃәn,n. the activity of protecting someone or something\nn. the condition of being protected\nn. the imposition of duties or quotas on imports in order to protect domestic industry against foreign competition\nn. payment extorted by gangsters on threat of violence,"n. 保护, 防卫, 贸易保护制度\n[计] 保护",,4,1,gk cet4 cet6 toefl,1220,1315,s:protections,,
protectionists,prə'tekʃənɪsts,n. an advocate of protectionism,n. 贸易保护主义者( protectionist的复数形式 ),,,,,0,0,0:protectionist/1:s,,
protections,prə'tekʃnz,n. the activity of protecting someone or something\nn. a covering that is intend to protect from damage or injury\nn. defense against financial failure; financial independence,n. 保护( protection的复数形式 ); 贸易保护措施; 保险; （向歹徒缴纳的）保护费,,,,,0,0,0:protection/1:s,,
protective,prә'tektiv,a. intended or adapted to afford protection of some kind\ns. showing care\ns. (usually followed by `of') solicitously caring or mindful,"a. 给予保护的, 保护的\n[医] 保护的, 防护的, 保护剂, 保护物, 油绸",,2,,cet4 cet6,4668,4114,,,
protective-,,,[医] 保护疗法,,,,,0,0,,,
protectorates,prəˈtektərɪts,n. a state or territory partly controlled by (but not a possession of) a stronger state but autonomous in internal affairs; protectorates are established by treaty,"n. 受保护国, 受保护领地( protectorate的复数形式 )",,,,,0,0,0:protectorate/1:s,,
protectors,prəˈtektəz,n. a person who cares for persons or property,n. 保护者( protector的复数形式 ); 保护装置; 保护器; 保护物,,,,,0,0,0:protector/1:s,,
protects,prəˈtekts,"v shield from danger, injury, destruction, or damage\nv use tariffs to favor domestic industry",v. 保护( protect的第三人称单数 ); 防护; 投保; 关税保护,,,,,0,0,0:protect/1:3,,
proteges,'prəuteʒei,n. a person who receives support and protection from an influential patron who furthers the protege's career,n. 门徒；被保护者,,,,,0,0,0:protege/1:s,,
protein,'prәuti:in,n. any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,n. 蛋白质\na. 蛋白质的,,3,,cet4 cet6 ky toefl ielts,2193,2523,s:proteins,,
proteinases,,-s form of proteinase\nn any enzyme that catalyzes the splitting of proteins into smaller peptide fractions and amino acids by a process known as proteolysis,"(proteinase 的第三人称 -s形式) n. 朊酶, 蛋白酶\n[化] 蛋白酶; 蛋白水解酶",,,,,0,0,0:proteinase/1:s,,
proteins,p'rəʊti:nz,n. any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,n. 蛋白质( protein的复数形式 ),,,,,0,0,0:protein/1:s,,
proteoglycans,,plural of proteoglycan,"(proteoglycan 的复数) n.[生化]蛋白聚糖,蛋白多糖",,,,,0,0,0:proteoglycan/1:s,,
protest,prә'test,n. a formal and solemn declaration of objection\nn. the act of protesting; a public (often organized) manifestation of dissent\nn. the act of making a strong public expression of disagreement and disapproval\nv. utter words of protest,"n. 抗议, 反对, 抗议书, 断言\nv. 反对, 抗议, 断言",,4,1,cet4 cet6 ky toefl ielts gre,2229,2835,s:protests/p:protested/i:protesting/d:protested/3:protests,,
protestants,ˈprɔtistənts,n. an adherent of Protestantism\nn. the Protestant churches and denominations collectively,n. 新教徒（指16世纪脱离罗马天主教之基督教团体或后来由其形成的教派成员）( Protestant的复数形式 ),,,,,0,0,0:protestant/1:s,,
protestations,ˌprɔtɪˈsteɪʃənz,n. a formal and solemn declaration of objection\nn. a strong declaration of protest,n. （严正的）声明( protestation的复数形式 ),,,,,0,0,0:protestation/1:s,,
protested,,v utter words of protest\nv express opposition through action or words\nv affirm or avow formally or solemnly,抗拒,,,,,0,0,0:protest/1:pd,,
protester,,n a person who dissents from some established policy\nn someone who participates in a public display of group feeling,"n. 抗议者, 持异议者, 拒付者\n[经] 反对者",,,,,9222,6197,s:protesters,,
protesters,prəˈtestə(r),n. a person who dissents from some established policy\nn. someone who participates in a public display of group feeling,n. 抗议者( protester的复数形式 ); 反对者; 拒绝者; 断言者,,,,,0,0,0:protester/1:s,,
protesting,ˈprəutestɪŋ,v utter words of protest\nv express opposition through action or words\nv affirm or avow formally or solemnly,v. 声明( protest的现在分词 ); 坚决地表示; 申辩,,,,,32832,33055,0:protest/1:i/i:protesting,,
protestors,,plural of protestor,"(protestor 的复数) n. 抗议者, 持异议者, 拒付者\n[经] (期票等的)拒付者, 抗议者",,,,,0,0,0:protestor/1:s,,
protests,ˈprəutests,n a formal and solemn declaration of objection\nn the act of protesting; a public (often organized) manifestation of dissent\nn the act of making a strong public expression of disagreement and disapproval\nv utter words of protest\nv express opposition through action or words\nv affirm or avow formally or solemnly,"n. [体]抗议; 抗议, 反对( protest的名词复数 )\nv. 声明( protest的第三人称单数 ); 坚决地表示; 申辩",,,,,0,0,0:protest/1:s3,,
protistans,,plural of protistan\nn free-living or colonial organisms with diverse nutritional and reproductive modes,(protistan 的复数) adj.原生生物的,,,,,0,0,0:protistan/1:s,,
protists,,plural of protist\nn. free-living or colonial organisms with diverse nutritional and reproductive modes,(protist 的复数) n. 原生生物,,,,,0,0,0:protist/1:s,,
proto-oncogenes,,plural of proto-oncogene,(proto-oncogene 的复数)  原癌基因,,,,,0,0,0:proto-oncogene/1:s,,
protocols,,n (computer science) rules determining the format and transmission of data\nn forms of ceremony and etiquette observed by diplomats and heads of state\nn code of correct conduct,n. 协议；礼仪礼节；条款（protocol的复数）,,,,,0,0,0:protocol/1:s,,
protomers,,plural of protomer,(protomer 的复数) 原体,,,,,0,0,0:protomer/1:s,,
protons,ˈprəʊˌtɔnz,n. a stable particle with positive charge equal to the negative charge of an electron,n. 质子( proton的复数形式 ),,,,,0,0,0:proton/1:s,,
protoplasts,,-s form of protoplast\nn a biological unit consisting of a nucleus and the body of cytoplasm with which it interacts,"(protoplast 的第三人称 -s形式) n. 原物, 原人, 原生质体\n[医] 原质型(原生质体), 细胞",,,,,0,0,0:protoplast/1:s,,
protostars,,plural of protostar,(protostar 的复数) n.[天]原恒星,,,,,0,0,0:protostar/1:s,,
protostomes,,plural of protostome,"(protostome 的复数) n.原肢类\na. 原肢类的, 与原肢类有关的",,,,,0,0,0:protostome/1:s,,
protosuns,,plural of protosun,(protosun 的复数) 原太阳,,,,,0,0,0:protosun/1:s,,
prototypes,,n a standard or typical example,n. 技术原型；雏型；原型,,,,,0,0,0:prototype/1:s,,
prototyping,,,"[计] 样机研究, 原型设计",,,,,0,37954,0:prototyp/1:i/i:prototyping,,
protoxins,,plural of protoxin,"(protoxin 的复数)  [医]原毒素, 强亲和毒素",,,,,0,0,0:protoxin/1:s,,
protozoans,,plural of protozoan\nn. any of diverse minute acellular or unicellular organisms usually nonphotosynthetic,"(protozoan 的复数) n. 原生动物\n[医] 原生动物, 原虫, 原生动物的, 原虫的",,,,,0,0,0:protozoan/1:s,,
protracted,prәu'træktid,v lengthen in time; cause to be or last longer\ns relatively long in duration; tediously protracted,a. 拖延的,,1,,,11329,11768,d:protracted/0:protracted/1:d,,
protracting,prəʊˈtræktɪŋ,p. pr. vb. n. of Protract,"v. <贬>延长, 拖延（某事物）( protract的现在分词 )",,,,,0,0,0:protract/1:i,,
protractors,prəˈtræktəz,n. drafting instrument used to draw or measure angles,"n. 量角器, 分度规( protractor的复数形式 )",,,,,0,0,0:protractor/1:s,,
protruding,prə'tru:diŋ,v extend out or project in space\nv bulge outward\nv swell or protrude outwards\ns extending out above or beyond a surface or boundary,"v. （使某物）伸出, （使某物）突出( protrude的现在分词 ); 凸",,,,toefl,20299,19323,0:protrude/1:i/i:protruding,,
protrusions,prəˈtru:ʒənz,n. something that bulges out or is protuberant or projects from its surroundings\nn. the act of projecting out from something,"n. 伸出, 突出( protrusion的复数形式 )",,,,,0,0,0:protrusion/1:s,,
protuberances,prət'ju:bərənsɪz,n. something that bulges out or is protuberant or projects from its surroundings\nn. the condition of being protuberant; the condition of bulging out,"n. 突起( protuberance的复数形式 ); 瘤, 结节",,,,,0,0,0:protuberance/1:s,,
protuberating,,v cause to bulge out or project\nv form a rounded prominence,"v. 隆起, 凸出( protuberate的现在分词 )",,,,,0,0,1:i/0:protuberate,,
proud,praud,a. feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,"a. 骄傲的, 自大的, 自豪的, 辉煌的, 壮丽的",,3,1,zk gk cet4 cet6 ky,2579,1983,t:proudest/r:prouder,,
prouder,,a feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride\ns having or displaying great dignity or nobility,骄傲的（proud的比较级）,,,,,0,0,0:proud/1:r,,
proudest,praʊd,a feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride\ns having or displaying great dignity or nobility,"a. 自豪的, 骄傲的；(因受表扬等而)感到光荣的, 引以为荣的",,,,,0,0,0:proud/1:t,,
proudly,'praudli,r. with pride; in a proud manner,"adv. 傲慢地, 自大地, 得意洋洋地",,,1,,6965,6137,,,
prove,pru:v,"v. be shown or be found to be\nv. establish the validity of something, as by an example, explanation or experiment\nv. prove formally; demonstrate by a mathematical, formal proof\nv. take a trial impression of","vt. 证明, 查验, 检验, 勘探, 显示\nvi. 证明是",,4,1,zk gk cet4 cet6 ky,671,866,d:proved/p:proved/i:proving/3:proves,,
proved,,a. established beyond doubt,prove的过去式和过去分词,,,,,35812,38659,0:prove/1:dp/p:proved/d:proved,,
proven,'pru:vn,"v be shown or be found to be\nv establish the validity of something, as by an example, explanation or experiment\nv provide evidence for\nv prove formally; demonstrate by a mathematical, formal proof\nv put to the test, as for its quality, or give experimental use to\nv increase in volume\nv cause to puff up with a leaven\nv take a trial impression of\nv obtain probate of\na established beyond doubt",prove的过去分词,,,,,8687,7713,0:prove/1:d/d:proven,,
provenanced,,past participle of provenance\nn where something originated or was nurtured in its early existence,"(provenance 的过去分词) n. 起源, 出处",,,,,0,0,0:provenance/1:d,,
provenances,,plural of provenance\nn where something originated or was nurtured in its early existence,"(provenance 的复数) n. 起源, 出处",,,,,0,0,0:provenance/1:s,,
provenancing,,-ing form of provenance\nn where something originated or was nurtured in its early existence,"(provenance 的现在分词) n. 起源, 出处",,,,,0,0,0:provenance/1:i,,
proverbials,,plural of proverbial\na. of or relating to or resembling or expressed in a proverb\ns. widely known and spoken of,"(proverbial 的复数) a. 谚语的, 谚语式的, 闻名的",,,,,0,0,0:proverbial/1:s,,
proverbs,,n. an Old Testament book consisting of proverbs from various Israeli sages (including Solomon),n. 箴言篇（旧约圣经中的）,,,,,0,0,0:proverb/1:s,,
provers,,"plural of prover\nn. One who, or that which, proves.","(prover 的复数) [法] 证明者, 证实者, 证明物",,,,,0,0,0:prover/1:s,,
proves,pru:vz,"n someone who is a member of the faculty at a college or university\nv be shown or be found to be\nv establish the validity of something, as by an example, explanation or experiment\nv provide evidence for\nv prove formally; demonstrate by a mathematical, formal proof\nv put to the test, as for its quality, or give experimental use to\nv increase in volume\nv cause to puff up with a leaven\nv take a trial impression of\nv obtain probate of","v. 证明( prove的第三人称单数 ); 检验, 试验",,,,,0,0,0:prove/1:3,,
provide,prә'vaid,"v. give what is desired or needed, especially support, food or sustenance\nv. determine (what is to happen in certain contingencies), especially by including a proviso condition or stipulation\nv. supply means of subsistence; earn a living\nv. take measures in preparation for","vt. 提供, 供应, 规定, 预备\nvi. 作准备, 抚养, 规定",,5,1,zk gk cet4 cet6 ky toefl,172,262,d:provided/3:provides/i:providing/p:provided,,
provided,prә'vaidid,"v give something useful or necessary to\nv give what is desired or needed, especially support, food or sustenance\nv determine (what is to happen in certain contingencies), especially by including a proviso condition or stipulation\nv mount or put up\nv make a possibility or provide opportunity for; permit to be attainable or cause to remain\nv supply means of subsistence; earn a living\nv take measures in preparation for","conj. 倘若, 以...为条件",,2,1,cet4 cet6 ky ielts,2695,3842,0:provide/1:dp,,
providences,,plural of providence\nn. the capital and largest city of Rhode Island; located in northeastern Rhode Island on Narragansett Bay; site of Brown University\nn. the guardianship and control exercised by a deity\nn. a manifestation of God's foresightful care for his creatures\nn. the prudence and care exercised by someone in the management of resources,"(providence 的复数) n. 深谋远虑, 天意, 天命",,,,,0,0,0:providence/1:s,,
provider,prә'vaidә,n. someone who provides the means for subsistence,"n. 供应者, 供养人, 伙食承办人\n[计] 提供器",,,,,5159,3103,s:providers,,
providers,prə'vaɪdəz,n. someone whose business is to supply a particular service or commodity\nn. someone who provides the means for subsistence,"n. 供应者, 提供者, （尤指）维持家庭生计者( provider的复数形式 )",,,,,0,0,0:provider/1:s,,
provides,prəˈvaidz,"v give something useful or necessary to\nv give what is desired or needed, especially support, food or sustenance\nv determine (what is to happen in certain contingencies), especially by including a proviso condition or stipulation\nv mount or put up\nv make a possibility or provide opportunity for; permit to be attainable or cause to remain\nv supply means of subsistence; earn a living\nv take measures in preparation for","v. 提供, 供给, 供应( provide的第三人称单数 ); 规定; 提供[(+for)]; 装备",,,,,0,0,0:provide/1:3,,
providing,,"v give something useful or necessary to\nv give what is desired or needed, especially support, food or sustenance\nv determine (what is to happen in certain contingencies), especially by including a proviso condition or stipulation\nv mount or put up\nv make a possibility or provide opportunity for; permit to be attainable or cause to remain\nv supply means of subsistence; earn a living\nv take measures in preparation for","conj. 以...为条件, 假如",,1,,,11103,17587,0:provide/1:i,,
provinces,,n the territory occupied by one of the constituent administrative districts of a nation\nn the proper sphere or extent of your activities,"n. 外省, 边远地区, 乡间",,,,,0,0,0:province/1:s,,
provincials,prəˈvɪnʃəlz,n. (Roman Catholic Church) an official in charge of an ecclesiastical province acting under the superior general of a religious order\nn. a country person,"n. <贬>首都以外的人, 地区居民( provincial的复数形式 )",,,,,0,0,0:provincial/1:s,,
proving,'pru:viŋ,"v be shown or be found to be\nv establish the validity of something, as by an example, explanation or experiment\nv provide evidence for\nv prove formally; demonstrate by a mathematical, formal proof\nv put to the test, as for its quality, or give experimental use to\nv increase in volume\nv cause to puff up with a leaven\nv take a trial impression of\nv obtain probate of","[计] 验证, 证明\n[医] 药力试验(顺势疗法的名词)",,,,,43303,26520,0:prove/1:i/s:provings/i:proving,,
provings,,"plural of proving\nv be shown or be found to be\nv establish the validity of something, as by an example, explanation or experiment\nv provide evidence for\nv prove formally; demonstrate by a mathematical, formal proof\nv put to the test, as for its quality, or give experimental use to\nv increase in volume\nv cause to puff up with a leaven\nv take a trial impression of\nv obtain probate of","(proving 的复数) [计] 验证, 证明\n[医] 药力试验(顺势疗法的名词)",,,,,0,0,0:proving/1:s,,
